frame,neck_sagittal_angle,neck_frontal_angle,neck_length,confidence,forward_component,cervical_x,cervical_y,cervical_z,head_x,head_y,head_z
0,0.7227103,4.2597704,0.2210218,1.0,0.012578502,-0.23286297917366028,0.5298589468002319,-0.2733445465564728,-0.3611093759536743,0.6948226690292358,-0.3453894555568695
1,0.7869176,5.345386,0.22091138,1.0,0.013674159,-0.23328924179077148,0.524248480796814,-0.2983070909976959,-0.3634245991706848,0.6850076913833618,-0.3759157657623291
2,2.1467054,7.8910794,0.22106187,1.0,0.037104107,-0.2129453718662262,0.5059769749641418,-0.3776130974292755,-0.34192314743995667,0.6543799042701721,-0.47865593433380127
3,2.7584648,10.606141,0.22131307,1.0,0.047305353,-0.20473088324069977,0.5180344581604004,-0.36497169733047485,-0.33620086312294006,0.6697009801864624,-0.4582046866416931
4,3.698541,12.278265,0.22167154,1.0,0.06303732,-0.20460626482963562,0.5342633128166199,-0.34311574697494507,-0.33867231011390686,0.6906291246414185,-0.4250565767288208
5,4.05929,13.569423,0.22212139,1.0,0.06882225,-0.18685881793498993,0.548287034034729,-0.3394235372543335,-0.32036662101745605,0.7052586078643799,-0.4223301410675049
6,4.822932,13.934369,0.2227279,1.0,0.0816192,-0.1892622411251068,0.5566914081573486,-0.3353913724422455,-0.3282665014266968,0.708429217338562,-0.42060387134552
7,4.1313543,13.568498,0.22351642,1.0,0.070042565,-0.1689831167459488,0.5659947395324707,-0.3364585340023041,-0.30308768153190613,0.7211313247680664,-0.42538657784461975
8,4.335633,13.746477,0.2245268,1.0,0.07344532,-0.1764228343963623,0.570733368396759,-0.3316071927547455,-0.31457504630088806,0.7228414416313171,-0.4221023917198181
9,5.748387,13.93839,0.22536695,1.0,0.09723918,-0.1764865517616272,0.5715721249580383,-0.34155651926994324,-0.31810423731803894,0.7172750234603882,-0.43905195593833923
10,6.0632076,14.781135,0.22588474,1.0,0.102167234,-0.1846354603767395,0.5671721696853638,-0.3562909662723541,-0.3293321132659912,0.7084331512451172,-0.4569494426250458
11,7.922126,12.984607,0.22626662,1.0,0.13436732,-0.18126027286052704,0.5676859617233276,-0.36964327096939087,-0.3226695656776428,0.6969751119613647,-0.4899940490722656
12,10.492635,12.680148,0.22653243,1.0,0.17780975,-0.18762117624282837,0.5601343512535095,-0.3808896541595459,-0.3350967466831207,0.6771433353424072,-0.5068928003311157
13,13.299734,11.779775,0.22664517,1.0,0.22544914,-0.18438118696212769,0.5515393018722534,-0.3966961205005646,-0.3299936056137085,0.652443528175354,-0.5380587577819824
14,14.430087,11.709793,0.22659065,1.0,0.24432486,-0.19551342725753784,0.5435519218444824,-0.4012133479118347,-0.34502339363098145,0.6355984807014465,-0.5444527268409729
15,15.400326,12.528223,0.22639057,1.0,0.2596696,-0.20865824818611145,0.5230858325958252,-0.4162772595882416,-0.36037153005599976,0.5997734069824219,-0.565792441368103
16,14.528257,12.407333,0.2258796,1.0,0.24535528,-0.20878241956233978,0.5051449537277222,-0.4297909438610077,-0.36238372325897217,0.5789534449577332,-0.5780493021011353
17,15.306361,12.96693,0.2253024,1.0,0.2577011,-0.2258586585521698,0.49586838483810425,-0.430747926235199,-0.38529929518699646,0.5628917217254639,-0.575135350227356
18,12.83537,13.153798,0.22467314,1.0,0.21659878,-0.21879088878631592,0.4906235933303833,-0.43443816900253296,-0.37477436661720276,0.5647475719451904,-0.5781490206718445
19,10.962282,13.559196,0.22422731,1.0,0.18504658,-0.21311402320861816,0.49686822295188904,-0.4260922372341156,-0.3680053949356079,0.5811560153961182,-0.5645917654037476
20,9.609274,13.786321,0.2238964,1.0,0.16224776,-0.20466570556163788,0.49128690361976624,-0.4315999746322632,-0.357127845287323,0.583016037940979,-0.5675067901611328
21,9.145896,13.168242,0.22361481,1.0,0.15487103,-0.20162463188171387,0.47364041209220886,-0.44406449794769287,-0.35202351212501526,0.5648095607757568,-0.5821657180786133
22,8.410794,12.599753,0.22346558,1.0,0.14281963,-0.19708451628684998,0.47175726294517517,-0.4465079605579376,-0.3446572721004486,0.5663427114486694,-0.5851179957389832
23,8.753088,11.820708,0.22339663,1.0,0.14902194,-0.19535037875175476,0.4653659462928772,-0.4531986117362976,-0.34048017859458923,0.5575693845748901,-0.5958237051963806
24,8.348578,11.835329,0.22329615,1.0,0.1421715,-0.18915341794490814,0.4580920934677124,-0.4631959795951843,-0.33164525032043457,0.5507059693336487,-0.608040452003479
25,7.9120617,12.173882,0.22318324,1.0,0.13461427,-0.18031054735183716,0.45359352231025696,-0.4668903648853302,-0.32007354497909546,0.5465974807739258,-0.6139526963233948
26,8.639804,11.521914,0.22315197,1.0,0.14726129,-0.1725313365459442,0.44722533226013184,-0.4746810495853424,-0.30832237005233765,0.5342650413513184,-0.6288941502571106
27,10.2052765,10.708597,0.22306381,1.0,0.17418428,-0.17265698313713074,0.4307192265987396,-0.49051448702812195,-0.3067646324634552,0.5041919946670532,-0.6529163122177124
28,10.661337,10.435477,0.22294033,1.0,0.18204571,-0.1705498844385147,0.4154118597507477,-0.5030502676963806,-0.3021722733974457,0.48113325238227844,-0.6705573797225952
29,10.728283,10.534621,0.22274397,1.0,0.18312006,-0.16619159281253815,0.3917085826396942,-0.5239888429641724,-0.2964288294315338,0.4507649838924408,-0.6947678923606873
30,10.67472,10.9844885,0.22257407,1.0,0.18195271,-0.1653440147638321,0.37725764513015747,-0.5361186861991882,-0.29621607065200806,0.43316084146499634,-0.7072518467903137
31,10.127488,11.211915,0.2224095,1.0,0.172584,-0.16166919469833374,0.3708266317844391,-0.5404641628265381,-0.2910645604133606,0.427391916513443,-0.7122873067855835
32,10.18323,11.082351,0.222368,1.0,0.17360003,-0.15989908576011658,0.366595059633255,-0.5461164712905884,-0.28814491629600525,0.4214569628238678,-0.7192947268486023
33,9.451196,10.961956,0.2225742,1.0,0.16128992,-0.14834481477737427,0.361722856760025,-0.5535187125205994,-0.27268174290657043,0.4170338213443756,-0.7296445369720459
34,10.378574,10.610567,0.22259077,1.0,0.1771685,-0.14269793033599854,0.3567942678928375,-0.5626034736633301,-0.2658344805240631,0.40585562586784363,-0.7414246797561646
35,10.711642,9.0652895,0.22223221,1.0,0.18362348,-0.14299502968788147,0.36497339606285095,-0.5536863803863525,-0.26473063230514526,0.41417452692985535,-0.73298180103302
36,11.842112,8.675708,0.22192714,1.0,0.20296462,-0.1386253535747528,0.36368122696876526,-0.5506672859191895,-0.25880974531173706,0.4105721414089203,-0.7312458157539368
37,12.984424,8.6924515,0.22166255,1.0,0.22223353,-0.12900780141353607,0.3540688157081604,-0.5504903197288513,-0.24658295512199402,0.3940967917442322,-0.7340880632400513
38,14.935548,8.860281,0.22130315,1.0,0.25485766,-0.1254611760377884,0.34719225764274597,-0.5540536642074585,-0.2399490624666214,0.3761843740940094,-0.7412088513374329
39,17.674763,9.642148,0.22096999,1.0,0.29971212,-0.13788563013076782,0.35084399580955505,-0.5524616241455078,-0.2565380036830902,0.36853501200675964,-0.7380320429801941
40,18.800478,10.896206,0.2206822,1.0,0.31705227,-0.14250381290912628,0.3292417526245117,-0.5535640716552734,-0.2626041769981384,0.3344407081604004,-0.7386302947998047
41,16.327105,11.749661,0.22034615,1.0,0.27568245,-0.13079950213432312,0.3253747820854187,-0.5540109872817993,-0.2464805394411087,0.3343231678009033,-0.7413349151611328
42,15.781416,11.109405,0.22007698,1.0,0.26723894,-0.11709132790565491,0.314121276140213,-0.5665570497512817,-0.22513163089752197,0.319259911775589,-0.7582201957702637
43,16.067062,10.643963,0.22004898,1.0,0.2723564,-0.1072949767112732,0.3159511685371399,-0.5646193623542786,-0.20937244594097137,0.3218827247619629,-0.7594694495201111
44,17.617966,10.545722,0.22038859,1.0,0.29801404,-0.09198955446481705,0.30409538745880127,-0.5669106841087341,-0.18578533828258514,0.3034243583679199,-0.7663424611091614
45,16.279137,10.339383,0.22009747,1.0,0.27611506,-0.08783261477947235,0.2890057861804962,-0.5858371257781982,-0.1831960827112198,0.28560277819633484,-0.7841730117797852
46,18.158617,8.482072,0.22036214,1.0,0.30856612,-0.07963889837265015,0.27452120184898376,-0.5777032971382141,-0.16806583106517792,0.2662358582019806,-0.7793750762939453
47,17.88451,6.9049535,0.2204925,1.0,0.30507994,-0.07389068603515625,0.263258695602417,-0.5800995826721191,-0.1586083024740219,0.2503610849380493,-0.7832584381103516
48,19.222788,8.12443,0.22031894,1.0,0.3262912,-0.0642465204000473,0.20914480090141296,-0.5849836468696594,-0.1461319774389267,0.174462229013443,-0.7865582704544067
49,16.908468,9.2539015,0.21962516,1.0,0.2873729,-0.06260251998901367,0.16991639137268066,-0.5882977843284607,-0.14641770720481873,0.12769848108291626,-0.786862313747406
50,13.244315,10.893722,0.2188614,1.0,0.22518641,-0.058418817818164825,0.15127572417259216,-0.5890751481056213,-0.14607784152030945,0.1182483434677124,-0.7868765592575073
51,10.316116,11.756495,0.21829788,1.0,0.17543915,-0.05670803785324097,0.14377987384796143,-0.5850200653076172,-0.14613325893878937,0.11932680010795593,-0.7826539278030396
52,8.05331,12.885562,0.21791087,1.0,0.1366332,-0.053168296813964844,0.14884302020072937,-0.5757268667221069,-0.14409583806991577,0.13397160172462463,-0.7732013463973999
53,9.128129,13.348172,0.21791111,1.0,0.15446074,-0.056031666696071625,0.14717251062393188,-0.5710697174072266,-0.15093909204006195,0.128681480884552,-0.7663539052009583
54,7.756706,14.187394,0.2176436,1.0,0.13092197,-0.06748136878013611,0.12868720293045044,-0.5713981986045837,-0.1682952493429184,0.11303836107254028,-0.7636491060256958
55,6.8314576,15.198249,0.21755777,1.0,0.11484469,-0.05809617415070534,0.1442500352859497,-0.5707613229751587,-0.15775257349014282,0.13871616125106812,-0.7640728950500488
56,4.330636,16.482025,0.21726792,1.0,0.07242566,-0.0593951977789402,0.1498105525970459,-0.5694608688354492,-0.16248318552970886,0.15650296211242676,-0.7605980634689331
57,2.623154,18.373028,0.21710214,1.0,0.043438222,-0.0700753852725029,0.15349912643432617,-0.5661053657531738,-0.18248094618320465,0.167822003364563,-0.7512895464897156
58,0.82223433,20.292294,0.21681498,1.0,0.013459735,-0.07903234660625458,0.15989866852760315,-0.5580658912658691,-0.199878990650177,0.179772287607193,-0.7369788885116577
59,-0.1936249,21.892967,0.21656777,1.0,-0.0031356737,-0.080159991979599,0.16981586813926697,-0.5520816445350647,-0.20624268054962158,0.1974075734615326,-0.7259880900382996
60,-1.3948921,23.165033,0.2163509,1.0,-0.02238144,-0.07770975679159164,0.17658957839012146,-0.548042356967926,-0.2058485597372055,0.21307197213172913,-0.7185040712356567
61,-2.178762,24.412617,0.21621718,1.0,-0.034622647,-0.06336762011051178,0.1920383870601654,-0.5507679581642151,-0.19010743498802185,0.23985889554023743,-0.7192912101745605
62,-2.450192,25.278378,0.21617265,1.0,-0.038663663,-0.05054657161235809,0.19687163829803467,-0.5556984543800354,-0.17482119798660278,0.25073152780532837,-0.7241785526275635
63,-1.3167183,25.587996,0.21610068,1.0,-0.020726355,-0.04172984138131142,0.20068156719207764,-0.5547672510147095,-0.1654239296913147,0.25679445266723633,-0.7228464484214783
64,-0.7135892,25.851767,0.21610714,1.0,-0.011207978,-0.04169159382581711,0.2017199993133545,-0.5516983270645142,-0.16726160049438477,0.2613396644592285,-0.7171672582626343
65,-0.04083852,26.013521,0.21612085,1.0,-0.0006405567,-0.03339049220085144,0.212665855884552,-0.5514245629310608,-0.15690188109874725,0.2757270336151123,-0.7171847820281982
66,1.3985599,25.794119,0.21629585,1.0,0.021976458,-0.017906077206134796,0.23431000113487244,-0.5501768589019775,-0.13788463175296783,0.3004458248615265,-0.717553973197937
67,2.7241693,26.535566,0.21638328,1.0,0.042530686,-0.0047916327603161335,0.25570034980773926,-0.5430102348327637,-0.12465416640043259,0.3281572461128235,-0.7079486846923828
68,4.776132,28.151632,0.21662661,1.0,0.073469624,-0.0001781000755727291,0.282245010137558,-0.5273075699806213,-0.1255352795124054,0.3622925579547882,-0.6848037838935852
69,7.167366,29.03338,0.21692511,1.0,0.10928996,-0.005790005903691053,0.2880221903324127,-0.520047664642334,-0.13753706216812134,0.3664848506450653,-0.6734843850135803
70,7.8276505,29.17484,0.21702072,1.0,0.11917859,-0.008737132884562016,0.279541552066803,-0.523216187953949,-0.14183451235294342,0.35610127449035645,-0.676584005355835
71,8.4913,29.041878,0.21715489,1.0,0.12942624,-0.01062157191336155,0.2779766023159027,-0.5220515131950378,-0.14445221424102783,0.3528374135494232,-0.6758093237876892
72,8.043178,28.74987,0.21728107,1.0,0.12294991,-0.01412500161677599,0.27210021018981934,-0.5261139869689941,-0.14735014736652374,0.34328752756118774,-0.6823013424873352
73,6.1239963,28.886429,0.21735828,1.0,0.0935315,-0.0136888911947608,0.26381003856658936,-0.5316672325134277,-0.14458774030208588,0.3332071900367737,-0.690708577632904
74,5.6569605,28.777832,0.21743065,1.0,0.08649534,-0.015028134919703007,0.27034974098205566,-0.5280020833015442,-0.14668598771095276,0.341361403465271,-0.6857982873916626
75,5.672709,28.251041,0.21746832,1.0,0.08716694,-0.012997860088944435,0.2732212543487549,-0.5254800319671631,-0.14380154013633728,0.34387320280075073,-0.6841973066329956
76,5.6651287,27.799692,0.2175256,1.0,0.087413564,-0.014803796075284481,0.26999610662460327,-0.5253625512123108,-0.1456935703754425,0.3385878801345825,-0.6849884390830994
77,5.429768,27.487438,0.21755001,1.0,0.08402363,-0.016442323103547096,0.2698281407356262,-0.5234618186950684,-0.14715340733528137,0.33840739727020264,-0.683272659778595
78,4.404205,27.115696,0.21750182,1.0,0.06839372,-0.014049933291971684,0.28437986969947815,-0.5216203927993774,-0.14254644513130188,0.35792842507362366,-0.6809511780738831
79,4.819454,26.716349,0.21761137,1.0,0.07510048,-0.01587711274623871,0.2825939357280731,-0.5208579301834106,-0.1445709764957428,0.3544342815876007,-0.6809565424919128
80,4.6523194,26.431906,0.21770881,1.0,0.072677664,-0.019964464008808136,0.2782334089279175,-0.5218305587768555,-0.14886656403541565,0.3504464030265808,-0.681726336479187
81,4.451816,26.266691,0.21783556,1.0,0.069646984,-0.02197016030550003,0.28144359588623047,-0.5194253325462341,-0.1509733945131302,0.3552992343902588,-0.67866051197052
82,4.1554036,26.061167,0.21794535,1.0,0.0651274,-0.02369365096092224,0.28357625007629395,-0.5185400247573853,-0.1521744281053543,0.35858577489852905,-0.6778084635734558
83,4.441469,25.860636,0.21812442,1.0,0.069725364,-0.028066422790288925,0.28254303336143494,-0.5152738690376282,-0.1575651317834854,0.35703107714653015,-0.6742074489593506
84,4.0725417,25.657816,0.2182665,1.0,0.06404691,-0.030341897159814835,0.2814338803291321,-0.5135385394096375,-0.15955695509910583,0.3558807373046875,-0.6729167103767395
85,3.290479,25.018373,0.21834461,1.0,0.05202792,-0.03372718393802643,0.28169187903404236,-0.5123503804206848,-0.16243885457515717,0.35729047656059265,-0.6717007160186768
86,2.961804,24.28476,0.21844754,1.0,0.047108695,-0.04061049968004227,0.27904605865478516,-0.5152722597122192,-0.17007344961166382,0.3546751141548157,-0.6741398572921753
87,2.7204468,23.522165,0.21853232,1.0,0.04352683,-0.048764657229185104,0.2742401659488678,-0.5220493078231812,-0.17906412482261658,0.3486274778842926,-0.6809359192848206
88,3.4082708,23.297148,0.2187133,1.0,0.054618344,-0.05266352742910385,0.27336829900741577,-0.5207884907722473,-0.18401283025741577,0.3454359173774719,-0.6801281571388245
89,3.4979012,23.260666,0.21883823,1.0,0.05606907,-0.05396062880754471,0.27326759696006775,-0.5213671326637268,-0.18546202778816223,0.34467437863349915,-0.6810500025749207
90,3.530422,23.140738,0.21893738,1.0,0.056640632,-0.05602399632334709,0.2733094096183777,-0.5220928192138672,-0.18788763880729675,0.34428340196609497,-0.6818058490753174
91,3.6833134,23.17578,0.2190367,1.0,0.059076376,-0.056053146719932556,0.27132219076156616,-0.5234116315841675,-0.18831540644168854,0.3415469527244568,-0.6832623481750488
92,3.909438,23.234192,0.21909755,1.0,0.06267294,-0.057122357189655304,0.2699735462665558,-0.5211409330368042,-0.1894979029893875,0.3386673033237457,-0.6816452145576477
93,3.8597481,23.41837,0.2191069,1.0,0.06179162,-0.062153615057468414,0.2621053159236908,-0.5192123651504517,-0.1953662931919098,0.32734158635139465,-0.680477499961853
94,4.1023355,23.322748,0.21910459,1.0,0.06571904,-0.06456904858350754,0.26036569476127625,-0.5168201327323914,-0.19866512715816498,0.3223722279071808,-0.6786232590675354
95,4.143793,23.285603,0.21909262,1.0,0.066401035,-0.06729128956794739,0.25784024596214294,-0.515978991985321,-0.2017991691827774,0.31814590096473694,-0.6780667304992676
96,4.3443885,23.264374,0.21912564,1.0,0.069623254,-0.07030242681503296,0.2561887800693512,-0.5141421556472778,-0.2055588811635971,0.31512776017189026,-0.6761543154716492
97,4.7148023,23.298714,0.21917033,1.0,0.07553326,-0.0774792805314064,0.25064408779144287,-0.5144630670547485,-0.2147996723651886,0.30511075258255005,-0.6763646602630615
98,5.0903206,23.088097,0.21921125,1.0,0.081668794,-0.08451494574546814,0.2470664381980896,-0.5155318379402161,-0.22379270195960999,0.29784464836120605,-0.6770151257514954
99,5.7207236,22.895285,0.21927622,1.0,0.09189577,-0.09026981145143509,0.24288403987884521,-0.5172929763793945,-0.23120786249637604,0.28917914628982544,-0.678771436214447
100,5.661692,22.50325,0.21928324,1.0,0.09120772,-0.10247844457626343,0.2364635169506073,-0.518246591091156,-0.2468576282262802,0.27980318665504456,-0.6774994134902954
101,5.3581705,22.289366,0.21929906,1.0,0.08645825,-0.11063747107982635,0.2296123206615448,-0.5203689932823181,-0.25722479820251465,0.27070626616477966,-0.678215503692627
102,6.3210754,22.35589,0.21944082,1.0,0.101914115,-0.1282206028699875,0.21336299180984497,-0.5198109149932861,-0.2798531651496887,0.24366796016693115,-0.6755139827728271
103,6.022903,23.440075,0.21951799,1.0,0.09635112,-0.1627315729856491,0.1795494556427002,-0.5176975131034851,-0.3242551386356354,0.1997818946838379,-0.6649691462516785
104,6.922864,22.899076,0.21955313,1.0,0.111156315,-0.1917819082736969,0.13140061497688293,-0.5153701901435852,-0.36113494634628296,0.13348320126533508,-0.6550798416137695
105,5.1980095,22.377916,0.21957694,1.0,0.083825186,-0.20038247108459473,0.09167507290840149,-0.51380854845047,-0.36943066120147705,0.08407458662986755,-0.6537334322929382
106,3.1977997,21.314415,0.21968572,1.0,0.051978275,-0.1902042180299759,0.074178546667099,-0.5186408758163452,-0.3526080846786499,0.05798336863517761,-0.6656936407089233
107,5.607354,20.259705,0.22020215,1.0,0.09171807,-0.166487455368042,0.10570356249809265,-0.5294318199157715,-0.3150678873062134,0.07658654451370239,-0.6893225312232971
108,8.286009,18.022043,0.22043498,1.0,0.13718036,-0.16648021340370178,0.09471362829208374,-0.5284770727157593,-0.30882760882377625,0.04970341920852661,-0.690658688545227
109,9.613651,15.544005,0.22067404,1.0,0.16105686,-0.1627120077610016,0.04880765080451965,-0.5385803580284119,-0.2934148609638214,-0.02049669623374939,-0.7023200988769531
110,13.594831,15.045367,0.22138377,1.0,0.22742064,-0.16160495579242706,0.02748417854309082,-0.5487329959869385,-0.2826358675956726,-0.06526631116867065,-0.7092310786247253
111,20.40259,16.062115,0.22233199,1.0,0.33657464,-0.176862895488739,0.0012916624546051025,-0.5472409129142761,-0.2946959435939789,-0.12322679162025452,-0.6888108253479004
112,28.888489,18.815556,0.22329113,1.0,0.4629442,-0.1947818398475647,-0.025420576333999634,-0.5160964131355286,-0.3098500669002533,-0.18291300535202026,-0.6247903108596802
113,37.804325,24.475622,0.2243709,1.0,0.5767938,-0.21238519251346588,-0.05469125509262085,-0.4792371690273285,-0.31711456179618835,-0.24082589149475098,-0.5479972958564758
114,45.60194,29.522518,0.22500785,1.0,0.6642601,-0.22715681791305542,-0.09054151177406311,-0.43665197491645813,-0.3140176832675934,-0.2962965965270996,-0.46401187777519226
115,50.41505,33.72861,0.22513384,1.0,0.7091704,-0.2239375114440918,-0.10491138696670532,-0.4166516363620758,-0.28918784856796265,-0.3202590048313141,-0.4239345192909241
116,54.805,39.026268,0.22502616,1.0,0.7403869,-0.23046131432056427,-0.11220957338809967,-0.3986664414405823,-0.27495619654655457,-0.33264198899269104,-0.3905099332332611
117,57.34737,41.94376,0.22479157,1.0,0.75760454,-0.22469380497932434,-0.12372389435768127,-0.3955594003200531,-0.2541925013065338,-0.34579840302467346,-0.3770124018192291
118,60.930378,47.752056,0.22460741,1.0,0.77068764,-0.21933513879776,-0.12560348212718964,-0.3707728981971741,-0.2361481636762619,-0.34729620814323425,-0.3388645052909851
119,61.97188,50.41228,0.2242074,1.0,0.7674566,-0.21207402646541595,-0.12274374067783356,-0.3641835153102875,-0.22279159724712372,-0.3436562418937683,-0.3274172842502594
120,59.411003,47.900433,0.22345565,1.0,0.75006473,-0.21649640798568726,-0.0850970447063446,-0.3857463598251343,-0.2248474806547165,-0.3082117736339569,-0.37666308879852295
121,52.23197,41.361427,0.22241373,1.0,0.69578654,-0.22902807593345642,-0.0057711005210876465,-0.433695912361145,-0.25376400351524353,-0.22291085124015808,-0.4750036597251892
122,45.0738,39.030846,0.22171982,1.0,0.6144483,-0.26056960225105286,0.03632289171218872,-0.43199828267097473,-0.3206583559513092,-0.16537517309188843,-0.5017614960670471
123,35.677795,34.4362,0.22055833,1.0,0.5095289,-0.2789295017719269,0.07622426748275757,-0.43123912811279297,-0.3791244626045227,-0.10267770290374756,-0.5124858617782593
124,28.858728,32.930157,0.21993089,1.0,0.41981393,-0.31327566504478455,0.12275233864784241,-0.4077449440956116,-0.45337021350860596,-0.02363637089729309,-0.49326372146606445
