frame,trunk_angle,trunk_length,forward_lean,lumbar_x,lumbar_y,lumbar_z,cervical_x,cervical_y,cervical_z
0,43.70522938146637,0.5736696,False,0.0918792188167572,0.11515083909034729,-0.04606376960873604,-0.23286297917366028,0.5298589468002319,-0.2733445465564728
1,45.6439392509316,0.57388556,False,0.09108760207891464,0.12303635478019714,-0.04700426012277603,-0.23328924179077148,0.524248480796814,-0.2983070909976959
2,50.41325093149826,0.5793981,False,0.08387794345617294,0.1367579698562622,-0.04403340816497803,-0.2129453718662262,0.5059769749641418,-0.3776130974292755
3,49.65762576417515,0.5812308,False,0.08290477097034454,0.1417725682258606,-0.028041556477546692,-0.20473088324069977,0.5180344581604004,-0.36497169733047485
4,47.64619618953216,0.5844388,False,0.07992193102836609,0.14052292704582214,-0.01818355917930603,-0.20460626482963562,0.5342633128166199,-0.34311574697494507
5,45.74480428054982,0.58614624,False,0.073333740234375,0.13924172520637512,-0.0099555104970932,-0.18685881793498993,0.548287034034729,-0.3394235372543335
6,45.87767938406686,0.5891001,False,0.0725395679473877,0.1465643346309662,-0.0032852068543434143,-0.1892622411251068,0.5566914081573486,-0.3353913724422455
7,43.64024479825796,0.58841634,False,0.07333752512931824,0.1401653289794922,-0.0106000155210495,-0.1689831167459488,0.5659947395324707,-0.3364585340023041
8,43.42167251686576,0.5922474,False,0.07028849422931671,0.1405753493309021,-0.007794603705406189,-0.1764228343963623,0.570733368396759,-0.3316071927547455
9,44.32420689425805,0.5995492,False,0.07132527232170105,0.1426560878753662,-0.0037998929619789124,-0.1764865517616272,0.5715721249580383,-0.34155651926994324
10,45.742968535000266,0.6044818,False,0.065213143825531,0.14531740546226501,-0.002719886600971222,-0.1846354603767395,0.5671721696853638,-0.3562909662723541
11,46.79269431095953,0.61031264,False,0.06354697048664093,0.14984148740768433,0.0017823278903961182,-0.18126027286052704,0.5676859617233276,-0.36964327096939087
12,48.632148408131656,0.61865616,False,0.07071526348590851,0.15127015113830566,0.004892416298389435,-0.18762117624282837,0.5601343512535095,-0.3808896541595459
13,50.313543866916234,0.6243052,False,0.07116883993148804,0.15286681056022644,0.010134853422641754,-0.18438118696212769,0.5515393018722534,-0.3966961205005646
14,51.42127236055839,0.6264527,False,0.07324626296758652,0.15290266275405884,0.008181728422641754,-0.19551342725753784,0.5435519218444824,-0.4012133479118347
15,54.02028971493292,0.62945795,False,0.06908883899450302,0.1532800793647766,0.01070936769247055,-0.20865824818611145,0.5230858325958252,-0.4162772595882416
16,56.130043665593675,0.6283721,False,0.07566037774085999,0.15494704246520996,0.007593519985675812,-0.20878241956233978,0.5051449537277222,-0.4297909438610077
17,58.004373057288205,0.6340009,False,0.06976530700922012,0.15994012355804443,0.01837994158267975,-0.2258586585521698,0.49586838483810425,-0.430747926235199
18,58.76245060808277,0.6280823,False,0.06832297146320343,0.16490799188613892,0.01939251273870468,-0.21879088878631592,0.4906235933303833,-0.43443816900253296
19,57.78148730222996,0.6222125,False,0.07013031840324402,0.16513583064079285,0.01761338859796524,-0.21311402320861816,0.49686822295188904,-0.4260922372341156
20,57.688540175642586,0.61832875,False,0.0708288922905922,0.16077694296836853,0.01246795803308487,-0.20466570556163788,0.49128690361976624,-0.4315999746322632
21,58.919354416633645,0.61735326,False,0.07364170998334885,0.15493544936180115,0.0073561593890190125,-0.20162463188171387,0.47364041209220886,-0.44406449794769287
22,58.92041110878806,0.6146355,False,0.07565842568874359,0.15446504950523376,0.003729499876499176,-0.19708451628684998,0.47175726294517517,-0.4465079605579376
23,59.282998779559755,0.6149927,False,0.07447704672813416,0.1512289047241211,0.001473851501941681,-0.19535037875175476,0.4653659462928772,-0.4531986117362976
24,59.90746804613984,0.6141006,False,0.07359601557254791,0.1501833200454712,-0.0013794898986816406,-0.18915341794490814,0.4580920934677124,-0.4631959795951843
25,60.373356572399565,0.61246973,False,0.07258070260286331,0.1508214771747589,0.0016118213534355164,-0.18031054735183716,0.45359352231025696,-0.4668903648853302
26,61.148166562482494,0.6123446,False,0.07017114013433456,0.15174072980880737,0.003597419708967209,-0.1725313365459442,0.44722533226013184,-0.4746810495853424
27,63.244417281315094,0.6148632,False,0.06712484359741211,0.15391674637794495,0.003390226513147354,-0.17265698313713074,0.4307192265987396,-0.49051448702812195
28,64.88464582601378,0.6143324,False,0.06301841884851456,0.1546633541584015,0.0017867200076580048,-0.1705498844385147,0.4154118597507477,-0.5030502676963806
29,67.09837087040552,0.61379206,False,0.06144087016582489,0.15285131335258484,-0.006425969302654266,-0.16619159281253815,0.3917085826396942,-0.5239888429641724
30,68.3944779947558,0.6134586,False,0.060282155871391296,0.1513735055923462,-0.012286141514778137,-0.1653440147638321,0.37725764513015747,-0.5361186861991882
31,68.88719937708976,0.6119592,False,0.059283625334501266,0.1503957211971283,-0.0140763521194458,-0.16166919469833374,0.3708266317844391,-0.5404641628265381
32,69.30502084310399,0.6112281,False,0.05823624134063721,0.1505914032459259,-0.0175720676779747,-0.15989908576011658,0.366595059633255,-0.5461164712905884
33,69.94025699407558,0.6047456,False,0.059254564344882965,0.15429523587226868,-0.02475263923406601,-0.14834481477737427,0.361722856760025,-0.5535187125205994
34,70.58598581127254,0.603695,False,0.06074044108390808,0.15613099932670593,-0.030819006264209747,-0.14269793033599854,0.3567942678928375,-0.5626034736633301
35,69.53003773018813,0.59726375,False,0.06725221872329712,0.1561005413532257,-0.035138167440891266,-0.14299502968788147,0.36497339606285095,-0.5536863803863525
36,68.90844717401116,0.5960591,False,0.06633016467094421,0.14918383955955505,-0.03368512541055679,-0.1386253535747528,0.36368122696876526,-0.5506672859191895
37,69.58182650611464,0.59588784,False,0.06556739658117294,0.14618182182312012,-0.02703467756509781,-0.12900780141353607,0.3540688157081604,-0.5504903197288513
38,70.1965345462383,0.59940124,False,0.05882501229643822,0.14411821961402893,-0.021060816943645477,-0.1254611760377884,0.34719225764274597,-0.5540536642074585
39,69.93028409048274,0.6075428,False,0.05558263882994652,0.14235761761665344,-0.015608064830303192,-0.13788563013076782,0.35084399580955505,-0.5524616241455078
40,71.64273061631496,0.6126662,False,0.0545780286192894,0.1362878680229187,-0.006492398679256439,-0.14250381290912628,0.3292417526245117,-0.5535640716552734
41,73.23820922045907,0.60638815,False,0.04833589494228363,0.1504964828491211,-0.0017115399241447449,-0.13079950213432312,0.3253747820854187,-0.5540109872817993
42,74.71973305606274,0.60313517,False,0.04663677513599396,0.1551705300807953,-0.008256226778030396,-0.11709132790565491,0.314121276140213,-0.5665570497512817
43,74.21225859245422,0.60399586,False,0.04240631312131882,0.15161937475204468,-0.003018416464328766,-0.1072949767112732,0.3159511685371399,-0.5646193623542786
44,74.43119603372693,0.61293465,False,0.0343845933675766,0.13958656787872314,0.009852126240730286,-0.09198955446481705,0.30409538745880127,-0.5669106841087341
45,77.13978076676494,0.61120814,False,0.04070402309298515,0.1529671847820282,-0.003988966345787048,-0.08783261477947235,0.2890057861804962,-0.5858371257781982
46,76.29926879986648,0.6207981,False,0.04259849712252617,0.12748482823371887,0.012913867831230164,-0.07963889837265015,0.27452120184898376,-0.5777032971382141
47,77.62637825525348,0.62410825,False,0.05156555771827698,0.12952125072479248,0.01646231859922409,-0.07389068603515625,0.263258695602417,-0.5800995826721191
48,82.64797883425643,0.6332008,False,0.039786141365766525,0.128117173910141,0.03433453291654587,-0.0642465204000473,0.20914480090141296,-0.5849836468696594
49,87.48123102738637,0.6329193,False,0.041838638484478,0.1421017050743103,0.03532489389181137,-0.06260251998901367,0.16991639137268066,-0.5882977843284607
50,89.53611281609157,0.62992114,False,0.04687851667404175,0.14617571234703064,0.03196198493242264,-0.058418817818164825,0.15127572417259216,-0.5890751481056213
51,90.53262230079669,0.62608135,False,0.052300021052360535,0.1495998501777649,0.03147103637456894,-0.05670803785324097,0.14377987384796143,-0.5850200653076172
52,90.76562386491003,0.62248665,False,0.054775990545749664,0.15716084837913513,0.037272680550813675,-0.053168296813964844,0.14884302020072937,-0.5757268667221069
53,90.99588212023703,0.6236754,False,0.05634039640426636,0.15801233053207397,0.042302973568439484,-0.056031666696071625,0.14717251062393188,-0.5710697174072266
54,91.90404197872566,0.6213968,False,0.05931975692510605,0.14933353662490845,0.03657316043972969,-0.06748136878013611,0.12868720293045044,-0.5713981986045837
55,90.29657016577103,0.61994046,False,0.05779480189085007,0.14745891094207764,0.03824213147163391,-0.05809617415070534,0.1442500352859497,-0.5707613229751587
56,89.80749163649426,0.6155785,False,0.06255719810724258,0.14774227142333984,0.03391315042972565,-0.0593951977789402,0.1498105525970459,-0.5694608688354492
57,90.03088044733123,0.6120097,False,0.06869661062955856,0.15382897853851318,0.029963500797748566,-0.0700753852725029,0.15349912643432617,-0.5661053657531738
58,90.79125582194013,0.60736865,False,0.07435035705566406,0.16828617453575134,0.0295565128326416,-0.07903234660625458,0.15989866852760315,-0.5580658912658691
59,89.86533896127989,0.6043581,False,0.07832600921392441,0.16839545965194702,0.031123988330364227,-0.080159991979599,0.16981586813926697,-0.5520816445350647
60,88.88620987971228,0.6012676,False,0.08057750761508942,0.16490209102630615,0.03189835697412491,-0.07770975679159164,0.17658957839012146,-0.548042356967926
61,87.28251707591274,0.599324,False,0.08530834317207336,0.16362369060516357,0.029126226902008057,-0.06336762011051178,0.1920383870601654,-0.5507679581642151
62,86.17722188359386,0.5988387,False,0.08418256044387817,0.15694671869277954,0.026419922709465027,-0.05054657161235809,0.19687163829803467,-0.5556984543800354
63,85.05074341009319,0.60176665,False,0.08711002767086029,0.14876508712768555,0.030747927725315094,-0.04172984138131142,0.20068156719207764,-0.5547672510147095
64,84.52475556023155,0.60360783,False,0.0946395993232727,0.14412635564804077,0.033484749495983124,-0.04169159382581711,0.2017199993133545,-0.5516983270645142
65,83.67520116902078,0.6047038,False,0.09573833644390106,0.14604896306991577,0.0355631560087204,-0.03339049220085144,0.212665855884552,-0.5514245629310608
66,81.85266876432324,0.6068385,False,0.09685159474611282,0.14830943942070007,0.03947354108095169,-0.017906077206134796,0.23431000113487244,-0.5501768589019775
67,79.6025570168265,0.6082053,False,0.09975478798151016,0.1459343433380127,0.046001821756362915,-0.0047916327603161335,0.25570034980773926,-0.5430102348327637
68,76.1289250632808,0.61004734,False,0.10005015134811401,0.13599351048469543,0.05640683323144913,-0.0001781000755727291,0.282245010137558,-0.5273075699806213
69,74.87853294367092,0.6123989,False,0.09746795147657394,0.12826800346374512,0.06205959618091583,-0.005790005903691053,0.2880221903324127,-0.520047664642334
70,75.1256261421121,0.6126868,False,0.09507807344198227,0.12226450443267822,0.059768758714199066,-0.008737132884562016,0.279541552066803,-0.523216187953949
71,74.97829237666224,0.6134411,False,0.09317371994256973,0.11898186802864075,0.061264149844646454,-0.01062157191336155,0.2779766023159027,-0.5220515131950378
72,75.80300134387078,0.61295354,False,0.08933743089437485,0.12176930904388428,0.0590425580739975,-0.01412500161677599,0.27210021018981934,-0.5261139869689941
73,77.18526087418937,0.6093198,False,0.08477188646793365,0.1286633014678955,0.05426058918237686,-0.0136888911947608,0.26381003856658936,-0.5316672325134277
74,76.23656925737835,0.60877395,False,0.08662452548742294,0.12551414966583252,0.05448833853006363,-0.015028134919703007,0.27034974098205566,-0.5280020833015442
75,75.76474793027226,0.6095843,False,0.0892396867275238,0.12332215905189514,0.0564742311835289,-0.012997860088944435,0.2732212543487549,-0.5254800319671631
76,75.87135136537204,0.61055195,False,0.09071239829063416,0.12096041440963745,0.05724227428436279,-0.014803796075284481,0.26999610662460327,-0.5253625512123108
77,75.76276431516234,0.6109224,False,0.09174489974975586,0.1195794939994812,0.05872975289821625,-0.016442323103547096,0.2698281407356262,-0.5234618186950684
78,74.73560693024315,0.60990506,False,0.09349974989891052,0.12380799651145935,0.05685514211654663,-0.014049933291971684,0.28437986969947815,-0.5216203927993774
79,74.76737585592905,0.61169267,False,0.09440665692090988,0.12187865376472473,0.058948926627635956,-0.01587711274623871,0.2825939357280731,-0.5208579301834106
80,74.77971931106788,0.6123198,False,0.09460145235061646,0.11748063564300537,0.05779757350683212,-0.019964464008808136,0.2782334089279175,-0.5218305587768555
81,74.3302951590449,0.61272174,False,0.09512759000062943,0.11595273017883301,0.05878646671772003,-0.02197016030550003,0.28144359588623047,-0.5194253325462341
82,74.14148852128963,0.6129142,False,0.09450196474790573,0.11608964204788208,0.059077367186546326,-0.02369365096092224,0.28357625007629395,-0.5185400247573853
83,74.02276083193993,0.6142413,False,0.0944550484418869,0.11346974968910217,0.06238963454961777,-0.028066422790288925,0.28254303336143494,-0.5152738690376282
84,74.1583247271581,0.6143978,False,0.09383013099431992,0.1137155294418335,0.06433383375406265,-0.030341897159814835,0.2814338803291321,-0.5135385394096375
85,74.16955636714516,0.6139924,False,0.09738124161958694,0.11419999599456787,0.06362159550189972,-0.03372718393802643,0.28169187903404236,-0.5123503804206848
86,74.14573808733479,0.6144982,False,0.10118161886930466,0.1111704409122467,0.0585925355553627,-0.04061049968004227,0.27904605865478516,-0.5152722597122192
87,74.55362938544795,0.6149807,False,0.10420972853899002,0.11044847965240479,0.05063939094543457,-0.048764657229185104,0.2742401659488678,-0.5220493078231812
88,74.63923002685061,0.6168759,False,0.10336624830961227,0.10996037721633911,0.053222283720970154,-0.05266352742910385,0.27336829900741577,-0.5207884907722473
89,74.73798047395005,0.6174715,False,0.10231790691614151,0.11072835326194763,0.053462497889995575,-0.05396062880754471,0.27326759696006775,-0.5213671326637268
90,74.77925213110457,0.6179397,False,0.10231368243694305,0.11107638478279114,0.05276292562484741,-0.05602399632334709,0.2733094096183777,-0.5220928192138672
91,74.90336355830392,0.6184949,False,0.10263378918170929,0.1102365255355835,0.052266925573349,-0.056053146719932556,0.27132219076156616,-0.5234116315841675
92,75.15796229976175,0.6190966,False,0.10024142265319824,0.11138883233070374,0.056239448487758636,-0.057122357189655304,0.2699735462665558,-0.5211409330368042
93,76.23863668763696,0.61885065,False,0.09596627205610275,0.11489403247833252,0.06070403754711151,-0.062153615057468414,0.2621053159236908,-0.5192123651504517
94,76.7529505049331,0.6190464,False,0.09581003338098526,0.11851105093955994,0.06401907652616501,-0.06456904858350754,0.26036569476127625,-0.5168201327323914
95,77.07183333604401,0.6189501,False,0.09421633183956146,0.1193629801273346,0.0652598887681961,-0.06729128956794739,0.25784024596214294,-0.515978991985321
96,77.30767791134107,0.61902565,False,0.09316869080066681,0.12017926573753357,0.06721092760562897,-0.07030242681503296,0.2561887800693512,-0.5141421556472778
97,78.20772303801611,0.6191066,False,0.0908995196223259,0.12412092089653015,0.06771686673164368,-0.0774792805314064,0.25064408779144287,-0.5144630670547485
98,78.90869642763884,0.61927456,False,0.09115707129240036,0.12793472409248352,0.06623094528913498,-0.08451494574546814,0.2470664381980896,-0.5155318379402161
99,79.48178145796012,0.6198702,False,0.09032001346349716,0.12972787022590637,0.06479126214981079,-0.09026981145143509,0.24288403987884521,-0.5172929763793945
100,80.49157485930725,0.61930346,False,0.0944158062338829,0.1341591477394104,0.05994309112429619,-0.10247844457626343,0.2364635169506073,-0.518246591091156
101,81.31807516037155,0.61787987,False,0.0966179147362709,0.13634398579597473,0.05419318750500679,-0.11063747107982635,0.2296123206615448,-0.5203689932823181
102,83.04877142152739,0.6188649,False,0.09185922145843506,0.13846522569656372,0.053729794919490814,-0.1282206028699875,0.21336299180984497,-0.5198109149932861
103,86.33902058150595,0.61595064,False,0.08311338722705841,0.14021936058998108,0.04569271206855774,-0.1627315729856491,0.1795494556427002,-0.5176975131034851
104,89.76887132116401,0.6167849,False,0.0858738049864769,0.1289125382900238,0.035379014909267426,-0.1917819082736969,0.13140061497688293,-0.5153701901435852
105,93.00859516689466,0.61121553,False,0.0816705971956253,0.12375518679618835,0.027487464249134064,-0.20038247108459473,0.09167507290840149,-0.51380854845047
106,96.12580165783656,0.6025456,False,0.07544787973165512,0.13847729563713074,0.018346931785345078,-0.1902042180299759,0.074178546667099,-0.5186408758163452
107,94.51125568825535,0.6068274,False,0.061160434037446976,0.15343353152275085,0.031048130244016647,-0.166487455368042,0.10570356249809265,-0.5294318199157715
108,95.00299929753712,0.6120973,False,0.06834602355957031,0.1480933427810669,0.0342576801776886,-0.16648021340370178,0.09471362829208374,-0.5284770727157593
109,99.48395534706682,0.6096059,False,0.06608811020851135,0.14925327897071838,0.017459671944379807,-0.1627120077610016,0.04880765080451965,-0.5385803580284119
110,101.34909054398263,0.6146298,False,0.05967627093195915,0.14843487739562988,0.01178042683750391,-0.16160495579242706,0.02748417854309082,-0.5487329959869385
111,103.85076211205086,0.6218321,False,0.06066039577126503,0.15015438199043274,0.007824627682566643,-0.176862895488739,0.0012916624546051025,-0.5472409129142761
112,106.77214321529719,0.62799895,False,0.0694572925567627,0.1557987630367279,0.024014610797166824,-0.1947818398475647,-0.025420576333999634,-0.5160964131355286
113,109.55872234887514,0.63008803,False,0.07536644488573074,0.15624508261680603,0.0401044525206089,-0.21238519251346588,-0.05469125509262085,-0.4792371690273285
114,113.57978670461141,0.6258288,False,0.08216553926467896,0.15980610251426697,0.04636714980006218,-0.22715681791305542,-0.09054151177406311,-0.43665197491645813
115,115.89829370365601,0.618363,False,0.08401831239461899,0.16517412662506104,0.046586811542510986,-0.2239375114440918,-0.10491138696670532,-0.4166516363620758
116,117.00617613292698,0.60947144,False,0.08857280015945435,0.16454318165779114,0.040742941200733185,-0.23046131432056427,-0.11220957338809967,-0.3986664414405823
117,118.91537092380177,0.60265964,False,0.08135626465082169,0.16767242550849915,0.03411511704325676,-0.22469380497932434,-0.12372389435768127,-0.3955594003200531
118,119.76468118367414,0.59211546,False,0.08279179036617279,0.16834571957588196,0.04505631700158119,-0.21933513879776,-0.12560348212718964,-0.3707728981971741
119,120.50844370521357,0.5847132,False,0.07848599553108215,0.17409491539001465,0.047339558601379395,-0.21207402646541595,-0.12274374067783356,-0.3641835153102875
120,117.08075775930263,0.5841366,False,0.07648758590221405,0.1808287501335144,0.04397380352020264,-0.21649640798568726,-0.0850970447063446,-0.3857463598251343
121,110.12074653218401,0.588744,False,0.06208743155002594,0.19675666093826294,0.036254893988370895,-0.22902807593345642,-0.0057711005210876465,-0.433695912361145
122,103.51756380331653,0.5893965,False,0.05281628668308258,0.1740904450416565,0.04779087007045746,-0.26056960225105286,0.03632289171218872,-0.43199828267097473
123,101.11197433551531,0.59397686,False,0.06018027663230896,0.19069966673851013,0.04279511421918869,-0.2789295017719269,0.07622426748275757,-0.43123912811279297
124,94.25412647037851,0.59283996,False,0.08064030855894089,0.1667293906211853,0.03311264514923096,-0.31327566504478455,0.12275233864784241,-0.4077449440956116
125,92.30059555403776,0.59338593,False,0.08295980840921402,0.1456766426563263,0.027371831238269806,-0.3109898269176483,0.12185683846473694,-0.4157344102859497
126,90.58755960564454,0.5929211,False,0.06524494290351868,0.1276755928993225,0.04670193791389465,-0.3176323473453522,0.12159538269042969,-0.40598273277282715
127,91.71327411575794,0.5950971,False,0.06150105223059654,0.13511201739311218,0.045825764536857605,-0.3254329264163971,0.11731991171836853,-0.40595531463623047
128,91.1645238018317,0.5982424,False,0.07832863926887512,0.15133792161941528,0.028229810297489166,-0.3435221314430237,0.13917961716651917,-0.395784467458725
129,90.2291200267295,0.59958076,False,0.07657140493392944,0.15190568566322327,0.006913024932146072,-0.348769873380661,0.1495080292224884,-0.41566964983940125
130,86.95776451380208,0.60241234,False,0.0685504823923111,0.14617446064949036,-0.016416609287261963,-0.3728734850883484,0.17814573645591736,-0.42510148882865906
131,85.83529996772195,0.6063012,False,0.05239703878760338,0.13877394795417786,-0.008527375757694244,-0.36971765756607056,0.18280580639839172,-0.44151875376701355
132,84.17470136300712,0.6097325,False,0.046502139419317245,0.13476014137268066,-0.01640871912240982,-0.3940107524394989,0.19664528965950012,-0.43341273069381714
133,81.6040606274398,0.6109652,False,0.04088953882455826,0.13015449047088623,-0.018009059131145477,-0.40779757499694824,0.21936330199241638,-0.42297840118408203
134,79.57190460730514,0.61129516,False,0.040829915553331375,0.13512879610061646,-0.015216730535030365,-0.4269012212753296,0.24577409029006958,-0.3929296135902405
135,78.47688579378482,0.610534,False,0.04136880487203598,0.14059966802597046,-0.011603590101003647,-0.42335429787635803,0.2625619173049927,-0.3883122503757477
136,77.76889981710181,0.6096529,False,0.039584316313266754,0.14620864391326904,-0.009180646389722824,-0.40674883127212524,0.2753668427467346,-0.4038722515106201
137,75.84122540383164,0.6086682,False,0.041609376668930054,0.14734667539596558,-0.008535828441381454,-0.39440906047821045,0.2962328791618347,-0.40627673268318176
138,71.11407183475445,0.6053344,False,0.048429347574710846,0.14527910947799683,0.0004226081073284149,-0.391373872756958,0.3412168025970459,-0.366471529006958
139,68.24521328312683,0.6035363,False,0.05175648629665375,0.1415342092514038,0.00698833167552948,-0.3845663070678711,0.3652259111404419,-0.3449214696884155
140,65.13538964859302,0.60312176,False,0.053500305861234665,0.13491734862327576,0.008795000612735748,-0.37694135308265686,0.38851526379585266,-0.3290865421295166
141,61.31963010371602,0.6021074,False,0.057353902608156204,0.13080912828445435,0.012863915413618088,-0.36177659034729004,0.41977429389953613,-0.30863580107688904
142,58.79372360492426,0.59859765,False,0.055224351584911346,0.12446081638336182,0.015764035284519196,-0.3334546983242035,0.4346066415309906,-0.31748858094215393
143,55.56589418739303,0.5975928,False,0.05147615820169449,0.13705873489379883,0.01858063042163849,-0.30319738388061523,0.47497236728668213,-0.32367396354675293
144,52.38433089159532,0.5935513,False,0.06051784008741379,0.13829463720321655,0.021853819489479065,-0.2740372121334076,0.5005756616592407,-0.30849215388298035
145,47.72123740442842,0.5872384,False,0.0663544237613678,0.13594871759414673,0.028501320630311966,-0.25554290413856506,0.5310064554214478,-0.2633211612701416
146,46.74124105807179,0.58039355,False,0.06818698346614838,0.14141321182250977,0.023463714867830276,-0.23616555333137512,0.5391536355018616,-0.2698429226875305
147,43.842827208502015,0.5713989,False,0.07393821328878403,0.15082356333732605,0.022368188947439194,-0.20140984654426575,0.5629408359527588,-0.26195478439331055
148,42.43444719375805,0.5720843,False,0.07209387421607971,0.14935535192489624,0.01936863362789154,-0.20226845145225525,0.5715820789337158,-0.25216466188430786
149,41.368000400102595,0.5749636,False,0.07497025281190872,0.14804863929748535,0.01933768391609192,-0.19717979431152344,0.5795475244522095,-0.2458532303571701
150,40.896092665370354,0.5781417,False,0.07123316824436188,0.14832869172096252,0.013631358742713928,-0.20231544971466064,0.5853449106216431,-0.24797099828720093
151,40.243482548459674,0.5829454,False,0.0727129578590393,0.14593470096588135,0.008155778050422668,-0.2087664008140564,0.5909004211425781,-0.2420445829629898
152,38.060918366398006,0.58615744,False,0.0747513622045517,0.14059168100357056,-0.005502790212631226,-0.2142976075410843,0.6021060943603516,-0.22237996757030487
153,37.40895988751806,0.59175813,False,0.0812450498342514,0.1388455629348755,-0.007271643728017807,-0.2243991494178772,0.6088906526565552,-0.19652524590492249
154,36.23918297672965,0.599273,False,0.09728793054819107,0.1339634358882904,-0.03190410137176514,-0.22097375988960266,0.6173108220100403,-0.1875092089176178
155,36.99459998285772,0.59971094,False,0.10268354415893555,0.1261003017425537,-0.04604398459196091,-0.22220805287361145,0.6050847768783569,-0.20311889052391052
156,36.97733773666659,0.6012103,False,0.1032448410987854,0.11439493298530579,-0.044931549578905106,-0.22707392275333405,0.5946859121322632,-0.19211821258068085
157,36.671733680446934,0.60694957,False,0.10385139286518097,0.10324478149414062,-0.047808002680540085,-0.2398241013288498,0.5900610685348511,-0.16306786239147186
158,35.80835874909962,0.600591,False,0.09400168806314468,0.10569345951080322,-0.03249263018369675,-0.23804304003715515,0.5927598476409912,-0.14748018980026245
159,36.846844126359436,0.60292023,False,0.10094349831342697,0.10521376132965088,-0.04212677478790283,-0.24080023169517517,0.5876954793930054,-0.16017507016658783
160,38.43853266667392,0.6052575,False,0.10754138231277466,0.10968288779258728,-0.04321175813674927,-0.24681627750396729,0.5837662816047668,-0.1697511374950409
161,41.161968638529956,0.60749054,False,0.11278355866670609,0.10449188947677612,-0.05013637617230415,-0.2613460123538971,0.5618423223495483,-0.19121234118938446
162,44.03616767827968,0.61199695,False,0.11345910280942917,0.0984984040260315,-0.07038474082946777,-0.28404295444488525,0.5384637117385864,-0.2219199538230896
163,44.57132955271729,0.60885024,False,0.09247259795665741,0.0872715413570404,-0.08402304351329803,-0.3082495331764221,0.5210026502609253,-0.23233935236930847
164,46.116710514991816,0.6058242,False,0.08142642676830292,0.08383265137672424,-0.08795986324548721,-0.33039534091949463,0.5037848949432373,-0.23310069739818573
165,51.722980572961546,0.6040132,False,0.07666261494159698,0.07092669606208801,-0.09739015251398087,-0.35267722606658936,0.44509124755859375,-0.29863667488098145
